history_id,account_id,borrower_id,event_at,status,changed_by,source,recorded_at,snap_month,loan_type,dpd,risk_segment,outstanding_amount
HISTORY0023456,ACC0016363,BRW0006721,2026-04-14 05:04:23,PTP,AGT0000083,BATCH,2026-04-13 09:25:20,2026-04,AUTO,30,MEDIUM,6308.36
HISTORY0056459,ACC0009651,BRW0009627,2026-04-14 05:03:43,PTP,AGT0000007,CORE,2026-04-14 10:26:43,2026-04,BNPL,75,NPA,652674.26
HISTORY0019747,ACC0025196,BRW0009647,2026-04-14 04:55:33,NPA,AGT0000086,FIELD,2026-04-15 00:54:17,2026-04,PERSONAL,1,HIGH,595900.7
HISTORY0006044,ACC0011007,BRW0000187,2026-04-14 04:54:43,DELINQUENT,AGT0000059,BATCH,2026-04-14 05:11:52,2026-04,AUTO,1,NPA,655285.81
HISTORY0033649,ACC0025828,BRW0008221,2026-04-14 04:54:41,WRITEOFF,AGT0000100,CALL,2026-04-14 15:53:20,2026-04,CONSUMER,1,NPA,682598.76
HISTORY0025215,ACC0021006,BRW0009016,2026-04-14 04:36:58,WRITEOFF,AGT0000032,CORE,2026-04-14 06:15:36,2026-04,BNPL,90,LOW,405355.67
HISTORY0038904,ACC0024848,BRW0006662,2026-04-14 04:34:39,DELINQUENT,AGT0000085,PAYMENT,2026-04-14 21:03:11,2026-04,CONSUMER,15,HIGH,618161.04
HISTORY0022385,ACC0005434,BRW0008357,2026-04-14 04:32:15,ACTIVE,AGT0000081,FIELD,2026-04-13 23:17:07,2026-04,PERSONAL,180,MEDIUM,23554.02
HISTORY0011891,ACC0023082,BRW0000189,2026-04-14 04:28:56,PAID,AGT0000090,BATCH,2026-04-15 00:19:11,2026-04,CREDIT_CARD,60,MEDIUM,692743.43
HISTORY0050686,ACC0016172,BRW0003766,2026-04-14 04:25:17,ACTIVE,AGT0000032,BATCH,2026-04-14 19:56:03,2026-04,CREDIT_CARD,75,HIGH,595095.38
HISTORY0056129,ACC0020715,BRW0008664,2026-04-14 04:22:47,PTP,AGT0000083,FIELD,2026-04-14 02:56:42,2026-04,BNPL,75,HIGH,587360.98
HISTORY0033069,ACC0001383,BRW0001895,2026-04-14 04:14:35,PTP,AGT0000029,PAYMENT,2026-04-13 09:38:37,2026-04,PERSONAL,90,MEDIUM,144640.71
HISTORY0049608,ACC0028189,BRW0004004,2026-04-14 04:10:49,CLOSED,AGT0000064,CORE,2026-04-15 02:12:47,2026-04,CONSUMER,90,MEDIUM,599646.27
HISTORY0020730,ACC0016931,BRW0004746,2026-04-14 04:08:18,WRITEOFF,AGT0000021,CALL,2026-04-14 13:30:53,2026-04,CONSUMER,45,HIGH,607518.13
HISTORY0016207,ACC0001123,BRW0003168,2026-04-14 04:03:11,ACTIVE,AGT0000046,BATCH,2026-04-15 00:03:41,2026-04,BNPL,5,HIGH,480368.58
HISTORY0053938,ACC0008050,BRW0011280,2026-04-14 04:02:29,PTP,AGT0000033,PAYMENT,2026-04-14 20:17:29,2026-04,CREDIT_CARD,30,LOW,260456.98
HISTORY0021638,ACC0016753,BRW0003611,2026-04-14 03:39:40,DELINQUENT,AGT0000063,BATCH,2026-04-14 05:17:44,2026-04,BNPL,30,MEDIUM,54275.89
HISTORY0051093,ACC0019276,BRW0010863,2026-04-14 03:38:13,DELINQUENT,AGT0000031,PAYMENT,2026-04-14 15:58:45,2026-04,CONSUMER,120,LOW,651829.4
HISTORY0047709,ACC0010442,BRW0009710,2026-04-14 03:31:38,DELINQUENT,AGT0000033,CORE,2026-04-13 11:04:20,2026-04,CREDIT_CARD,30,HIGH,137210.61
HISTORY0034305,ACC0013390,BRW0005550,2026-04-14 03:30:11,DELINQUENT,AGT0000081,PAYMENT,2026-04-13 22:28:57,2026-04,AUTO,30,HIGH,593175.19
HISTORY0033952,ACC0029904,BRW0010598,2026-04-14 03:26:50,WRITEOFF,AGT0000035,FIELD,2026-04-13 19:08:40,2026-04,CONSUMER,30,HIGH,223154.6
HISTORY0033049,ACC0017476,BRW0010612,2026-04-14 03:12:37,PTP,AGT0000016,FIELD,2026-04-14 05:20:04,2026-04,AUTO,5,LOW,122135.93
HISTORY0008070,ACC0001008,BRW0006133,2026-04-14 03:05:12,PAID,AGT0000013,PAYMENT,2026-04-14 19:06:45,2026-04,AUTO,120,HIGH,384497.17
HISTORY0042538,ACC0002993,BRW0008617,2026-04-14 03:02:01,PAID,AGT0000026,FIELD,2026-04-14 09:35:53,2026-04,CREDIT_CARD,1,HIGH,339991.96
HISTORY0034875,ACC0001432,BRW0000176,2026-04-14 03:01:55,WRITEOFF,AGT0000007,BATCH,2026-04-14 14:51:58,2026-04,PERSONAL,75,MEDIUM,86020.67
HISTORY0039777,ACC0013602,BRW0010534,2026-04-14 02:47:45,PTP,AGT0000063,PAYMENT,2026-04-13 10:24:31,2026-04,PERSONAL,45,MEDIUM,321361.2
HISTORY0000317,ACC0025971,BRW0011263,2026-04-14 02:46:03,ACTIVE,AGT0000072,CORE,2026-04-13 08:27:51,2026-04,PERSONAL,75,MEDIUM,434869.48
HISTORY0008115,ACC0005656,BRW0011200,2026-04-14 02:45:28,ACTIVE,AGT0000097,PAYMENT,2026-04-13 21:09:20,2026-04,CREDIT_CARD,120,NPA,412958.94
HISTORY0043872,ACC0001739,BRW0010121,2026-04-14 02:36:20,PTP,AGT0000055,FIELD,2026-04-14 12:48:52,2026-04,AUTO,15,HIGH,16795.24
HISTORY0023088,ACC0002330,BRW0004090,2026-04-14 02:35:50,ACTIVE,AGT0000068,FIELD,2026-04-13 20:13:12,2026-04,CREDIT_CARD,75,NPA,635941.35
HISTORY0041477,ACC0005296,BRW0005998,2026-04-14 02:27:29,NPA,AGT0000016,CORE,2026-04-14 23:19:34,2026-04,BNPL,90,HIGH,431371.93
HISTORY0010628,ACC0013871,BRW0009078,2026-04-14 02:26:54,PTP,AGT0000090,CORE,2026-04-14 02:51:14,2026-04,AUTO,90,HIGH,664121.78
HISTORY0037737,ACC0020514,BRW0010643,2026-04-14 02:11:33,ACTIVE,AGT0000069,CALL,2026-04-13 07:12:04,2026-04,AUTO,90,NPA,540733.26
HISTORY0044902,ACC0009766,BRW0010883,2026-04-14 02:04:57,WRITEOFF,AGT0000060,PAYMENT,2026-04-14 03:43:32,2026-04,CREDIT_CARD,120,MEDIUM,144708.5
HISTORY0023096,ACC0018874,BRW0001547,2026-04-14 01:58:27,CLOSED,AGT0000047,CALL,2026-04-13 08:03:22,2026-04,AUTO,45,NPA,437731.85
HISTORY0045593,ACC0012307,BRW0011575,2026-04-14 01:55:06,DELINQUENT,AGT0000013,BATCH,2026-04-15 00:52:40,2026-04,PERSONAL,180,HIGH,56370.83
HISTORY0026667,ACC0002637,BRW0009418,2026-04-14 01:54:17,ACTIVE,AGT0000084,CORE,2026-04-13 02:17:52,2026-04,AUTO,120,LOW,651091.61
HISTORY0036612,ACC0028539,BRW0000438,2026-04-14 01:26:47,CLOSED,AGT0000084,FIELD,2026-04-13 09:05:36,2026-04,AUTO,1,HIGH,305599.97
HISTORY0024109,ACC0023322,BRW0005652,2026-04-14 01:25:16,DELINQUENT,AGT0000099,FIELD,2026-04-13 02:05:41,2026-04,AUTO,15,NPA,149249.64
HISTORY0044660,ACC0003761,BRW0009720,2026-04-14 01:17:40,CLOSED,AGT0000043,PAYMENT,2026-04-15 00:20:09,2026-04,BNPL,30,LOW,17786.76
HISTORY0012031,ACC0006488,BRW0005649,2026-04-14 01:16:02,PTP,AGT0000062,BATCH,2026-04-13 09:39:59,2026-04,CONSUMER,5,MEDIUM,6264.37
HISTORY0055181,ACC0011957,BRW0003954,2026-04-14 01:08:46,PTP,AGT0000045,BATCH,2026-04-14 21:16:28,2026-04,CREDIT_CARD,120,LOW,386898.39
HISTORY0012121,ACC0000933,BRW0008968,2026-04-14 00:59:42,ACTIVE,AGT0000020,FIELD,2026-04-14 10:08:19,2026-04,BNPL,120,MEDIUM,476683.28
HISTORY0031917,ACC0028151,BRW0006316,2026-04-14 00:57:21,ACTIVE,AGT0000067,CALL,2026-04-13 20:19:32,2026-04,PERSONAL,30,HIGH,8107.21
HISTORY0002133,ACC0011309,BRW0007023,2026-04-14 00:45:52,WRITEOFF,AGT0000048,CALL,2026-04-14 08:56:43,2026-04,CONSUMER,60,LOW,19387.38
HISTORY0036950,ACC0016080,BRW0008065,2026-04-14 00:43:35,ACTIVE,AGT0000084,CORE,2026-04-14 01:05:34,2026-04,BNPL,60,NPA,407667.66
HISTORY0057633,ACC0005897,BRW0010503,2026-04-14 00:42:09,DELINQUENT,AGT0000002,CORE,2026-04-14 08:33:34,2026-04,CONSUMER,0,HIGH,411289.57
HISTORY0023566,ACC0002121,BRW0000791,2026-04-14 00:42:07,CLOSED,AGT0000034,PAYMENT,2026-04-14 06:15:41,2026-04,BNPL,5,LOW,172553.58
HISTORY0043176,ACC0014633,BRW0011634,2026-04-14 00:37:36,DELINQUENT,AGT0000059,CORE,2026-04-14 02:11:32,2026-04,BNPL,120,NPA,353603.56
HISTORY0050493,ACC0027936,BRW0004882,2026-04-14 00:27:02,PTP,AGT0000011,CALL,2026-04-14 20:44:50,2026-04,BNPL,180,NPA,687045.25
HISTORY0036615,ACC0002495,BRW0001511,2026-04-14 00:19:25,PTP,AGT0000052,PAYMENT,2026-04-14 04:06:04,2026-04,PERSONAL,15,NPA,309485.1
HISTORY0057571,ACC0018014,BRW0008111,2026-04-14 00:17:20,DELINQUENT,AGT0000048,BATCH,2026-04-13 18:22:37,2026-04,CREDIT_CARD,75,HIGH,197793.41
HISTORY0053483,ACC0013631,BRW0001526,2026-04-14 00:16:47,WRITEOFF,AGT0000043,BATCH,2026-04-13 09:32:04,2026-04,BNPL,45,NPA,336362.41
HISTORY0048165,ACC0000257,BRW0011696,2026-04-14 00:09:52,NPA,AGT0000036,FIELD,2026-04-13 08:11:06,2026-04,PERSONAL,75,LOW,154901.38
HISTORY0012321,ACC0028593,BRW0011485,2026-04-14 00:08:26,PTP,AGT0000057,FIELD,2026-04-13 04:29:57,2026-04,BNPL,5,NPA,632638.19
HISTORY0010596,ACC0016311,BRW0010771,2026-04-13 23:57:20,ACTIVE,AGT0000079,FIELD,2026-04-13 14:30:24,2026-04,PERSONAL,1,LOW,478438.28
HISTORY0033213,ACC0000708,BRW0000823,2026-04-13 23:55:25,PTP,AGT0000086,FIELD,2026-04-13 17:19:40,2026-04,PERSONAL,5,NPA,242075.63
HISTORY0019968,ACC0025589,BRW0011534,2026-04-13 23:54:28,PTP,AGT0000011,CALL,2026-04-13 02:58:56,2026-04,BNPL,30,MEDIUM,566269.15
HISTORY0058759,ACC0001118,BRW0004679,2026-04-13 23:45:30,DELINQUENT,AGT0000053,CORE,2026-04-14 01:43:58,2026-04,PERSONAL,1,HIGH,242232.67
HISTORY0009331,ACC0000036,BRW0002551,2026-04-13 23:43:25,ACTIVE,AGT0000027,PAYMENT,2026-04-13 08:10:53,2026-04,CREDIT_CARD,30,NPA,43455.51
HISTORY0032496,ACC0014782,BRW0008307,2026-04-13 23:39:46,ACTIVE,AGT0000034,CORE,2026-04-13 21:36:58,2026-04,AUTO,45,MEDIUM,8506.87
HISTORY0011342,ACC0001244,BRW0006210,2026-04-13 23:19:15,WRITEOFF,AGT0000098,CORE,2026-04-13 10:22:55,2026-04,AUTO,120,NPA,636780.85
HISTORY0052700,ACC0008489,BRW0005119,2026-04-13 23:06:29,WRITEOFF,AGT0000066,BATCH,2026-04-14 17:59:45,2026-04,AUTO,120,LOW,565880.31
HISTORY0015140,ACC0003710,BRW0000029,2026-04-13 23:03:00,PAID,AGT0000092,PAYMENT,2026-04-13 21:46:54,2026-04,BNPL,0,LOW,651576.93
HISTORY0007924,ACC0018817,BRW0011022,2026-04-13 23:01:21,PAID,AGT0000044,BATCH,2026-04-13 18:13:11,2026-04,PERSONAL,180,HIGH,126654.93
HISTORY0058504,ACC0003418,BRW0003911,2026-04-13 22:57:29,NPA,AGT0000038,CORE,2026-04-13 18:09:48,2026-04,PERSONAL,120,LOW,407300.69
HISTORY0042083,ACC0029418,BRW0008119,2026-04-13 22:47:28,WRITEOFF,AGT0000040,CALL,2026-04-13 10:08:34,2026-04,CONSUMER,0,HIGH,470022.39
HISTORY0033701,ACC0003522,BRW0010661,2026-04-13 22:42:36,PTP,AGT0000032,CALL,2026-04-12 22:53:22,2026-04,BNPL,75,HIGH,254649.71
HISTORY0024043,ACC0009337,BRW0004052,2026-04-13 22:36:59,ACTIVE,AGT0000028,FIELD,2026-04-13 20:57:56,2026-04,CREDIT_CARD,45,MEDIUM,244038.2
HISTORY0057575,ACC0023519,BRW0005248,2026-04-13 22:34:34,CLOSED,AGT0000006,FIELD,2026-04-13 16:56:06,2026-04,BNPL,180,MEDIUM,261366.43
HISTORY0007204,ACC0018767,BRW0008133,2026-04-13 22:29:15,CLOSED,AGT0000090,FIELD,2026-04-13 03:47:42,2026-04,PERSONAL,30,MEDIUM,533358.61
HISTORY0005743,ACC0023311,BRW0001053,2026-04-13 22:25:23,WRITEOFF,AGT0000093,CORE,2026-04-13 02:05:05,2026-04,AUTO,30,NPA,13776.45
HISTORY0038668,ACC0022214,BRW0009943,2026-04-13 22:11:52,DELINQUENT,AGT0000030,FIELD,2026-04-13 12:03:21,2026-04,BNPL,5,MEDIUM,617014.54
HISTORY0033522,ACC0025651,BRW0002468,2026-04-13 21:50:18,DELINQUENT,AGT0000039,CALL,2026-04-14 12:02:36,2026-04,CREDIT_CARD,60,NPA,637774.38
HISTORY0027094,ACC0015304,BRW0005765,2026-04-13 21:44:17,DELINQUENT,AGT0000065,PAYMENT,2026-04-14 05:11:20,2026-04,BNPL,1,LOW,31343.55
HISTORY0028800,ACC0005693,BRW0006211,2026-04-13 21:35:47,PTP,AGT0000098,CORE,2026-04-13 20:58:45,2026-04,BNPL,180,HIGH,594006.61
HISTORY0003695,ACC0017393,BRW0000900,2026-04-13 21:35:18,ACTIVE,AGT0000044,PAYMENT,2026-04-14 14:19:07,2026-04,BNPL,0,LOW,583379.97
HISTORY0019614,ACC0021368,BRW0005531,2026-04-13 21:32:07,PAID,AGT0000095,CORE,2026-04-14 03:21:40,2026-04,PERSONAL,15,HIGH,478165.62
HISTORY0031438,ACC0007529,BRW0001104,2026-04-13 21:30:30,CLOSED,AGT0000019,PAYMENT,2026-04-13 06:13:37,2026-04,PERSONAL,60,MEDIUM,121249.16
HISTORY0004166,ACC0022459,BRW0011072,2026-04-13 21:29:04,PAID,AGT0000034,CORE,2026-04-13 22:20:27,2026-04,PERSONAL,90,LOW,594124.78
HISTORY0041201,ACC0003144,BRW0006220,2026-04-13 21:21:23,DELINQUENT,AGT0000049,BATCH,2026-04-14 11:20:44,2026-04,CONSUMER,5,HIGH,516157.82
HISTORY0052282,ACC0026392,BRW0007772,2026-04-13 21:16:26,DELINQUENT,AGT0000037,BATCH,2026-04-14 00:56:06,2026-04,CONSUMER,75,MEDIUM,274553.91
HISTORY0007557,ACC0009007,BRW0002613,2026-04-13 21:10:00,WRITEOFF,AGT0000093,FIELD,2026-04-12 23:00:01,2026-04,CREDIT_CARD,45,LOW,588337.36
HISTORY0053949,ACC0005750,BRW0003790,2026-04-13 20:55:01,WRITEOFF,AGT0000012,CORE,2026-04-14 09:52:23,2026-04,CREDIT_CARD,90,HIGH,242923.14
HISTORY0013524,ACC0017198,BRW0007326,2026-04-13 20:49:06,PAID,AGT0000017,BATCH,2026-04-13 10:45:07,2026-04,BNPL,1,NPA,299830.9
HISTORY0054746,ACC0000505,BRW0002120,2026-04-13 20:45:24,CLOSED,AGT0000013,FIELD,2026-04-14 02:13:10,2026-04,CREDIT_CARD,60,MEDIUM,643403.81
HISTORY0045832,ACC0021175,BRW0007006,2026-04-13 20:30:16,DELINQUENT,AGT0000070,BATCH,2026-04-13 05:11:03,2026-04,CONSUMER,90,MEDIUM,12147.03
HISTORY0037275,ACC0001543,BRW0008210,2026-04-13 20:11:47,DELINQUENT,AGT0000037,CORE,2026-04-13 02:02:39,2026-04,CONSUMER,1,LOW,483164.98
HISTORY0030158,ACC0021248,BRW0010624,2026-04-13 20:09:34,WRITEOFF,AGT0000029,CORE,2026-04-13 07:32:08,2026-04,BNPL,5,LOW,461678.58
HISTORY0011053,ACC0009921,BRW0000215,2026-04-13 20:09:15,PTP,AGT0000013,CORE,2026-04-13 19:27:41,2026-04,CONSUMER,30,MEDIUM,77744.69
HISTORY0053847,ACC0021207,BRW0007550,2026-04-13 20:08:36,WRITEOFF,AGT0000052,FIELD,2026-04-14 09:46:03,2026-04,BNPL,1,MEDIUM,297017.36
HISTORY0004265,ACC0010210,BRW0009754,2026-04-13 19:37:31,CLOSED,AGT0000085,BATCH,2026-04-13 23:20:41,2026-04,AUTO,0,LOW,136770.15
HISTORY0010011,ACC0003994,BRW0005599,2026-04-13 19:23:34,WRITEOFF,AGT0000092,CALL,2026-04-12 22:01:19,2026-04,CREDIT_CARD,45,MEDIUM,322121.47
HISTORY0045979,ACC0001035,BRW0005613,2026-04-13 19:16:52,ACTIVE,AGT0000081,BATCH,2026-04-14 06:56:52,2026-04,CREDIT_CARD,30,NPA,641512.71
HISTORY0036677,ACC0005979,BRW0005035,2026-04-13 19:02:55,NPA,AGT0000042,FIELD,2026-04-14 03:55:02,2026-04,CONSUMER,120,LOW,670789.52
HISTORY0018284,ACC0001324,BRW0001333,2026-04-13 19:00:00,DELINQUENT,AGT0000068,CORE,2026-04-12 22:40:42,2026-04,PERSONAL,60,LOW,419401.72
HISTORY0057375,ACC0019081,BRW0007056,2026-04-13 18:45:19,CLOSED,AGT0000024,BATCH,2026-04-13 14:53:14,2026-04,BNPL,180,LOW,52638.29
HISTORY0016018,ACC0019659,BRW0010613,2026-04-13 18:40:29,PAID,AGT0000048,CORE,2026-04-13 00:33:49,2026-04,AUTO,45,HIGH,265910.42
HISTORY0009340,ACC0017676,BRW0006995,2026-04-13 18:35:55,ACTIVE,AGT0000044,BATCH,2026-04-12 22:58:21,2026-04,CREDIT_CARD,90,HIGH,449439.65
HISTORY0051043,ACC0010710,BRW0002973,2026-04-13 18:35:53,WRITEOFF,AGT0000032,FIELD,2026-04-13 08:24:42,2026-04,CREDIT_CARD,1,HIGH,31884.4
HISTORY0007753,ACC0027118,BRW0001652,2026-04-13 18:16:16,ACTIVE,AGT0000052,CALL,2026-04-14 15:12:25,2026-04,CREDIT_CARD,0,MEDIUM,529647.37
HISTORY0005831,ACC0009938,BRW0003296,2026-04-13 18:14:16,NPA,AGT0000084,BATCH,2026-04-13 16:09:32,2026-04,CREDIT_CARD,60,NPA,254065.53
HISTORY0058078,ACC0001875,BRW0001204,2026-04-13 18:07:22,DELINQUENT,AGT0000057,BATCH,2026-04-13 21:25:14,2026-04,CREDIT_CARD,180,LOW,546105.76
HISTORY0056710,ACC0005074,BRW0003405,2026-04-13 18:03:36,DELINQUENT,AGT0000009,BATCH,2026-04-13 16:20:05,2026-04,CONSUMER,5,NPA,566285.17
HISTORY0039810,ACC0028254,BRW0009872,2026-04-13 18:00:49,PAID,AGT0000036,PAYMENT,2026-04-14 15:22:18,2026-04,BNPL,75,HIGH,589428.39
HISTORY0005712,ACC0005248,BRW0008673,2026-04-13 17:54:55,PAID,AGT0000023,FIELD,2026-04-13 08:12:04,2026-04,PERSONAL,60,NPA,528197.89
HISTORY0017056,ACC0023227,BRW0004751,2026-04-13 17:46:59,DELINQUENT,AGT0000072,BATCH,2026-04-13 04:06:27,2026-04,AUTO,75,NPA,286560.13
HISTORY0036571,ACC0004706,BRW0008170,2026-04-13 17:41:09,NPA,AGT0000056,FIELD,2026-04-12 18:46:33,2026-04,BNPL,0,HIGH,440130.26
HISTORY0007287,ACC0019162,BRW0003938,2026-04-13 17:36:55,PAID,AGT0000046,BATCH,2026-04-14 00:43:29,2026-04,CREDIT_CARD,5,HIGH,322575.25
HISTORY0017396,ACC0012088,BRW0006693,2026-04-13 17:24:22,CLOSED,AGT0000095,FIELD,2026-04-14 15:23:37,2026-04,CONSUMER,90,LOW,539415.89
HISTORY0015690,ACC0002188,BRW0001623,2026-04-13 17:20:00,PTP,AGT0000051,PAYMENT,2026-04-14 05:17:46,2026-04,AUTO,15,NPA,406827.75
HISTORY0040243,ACC0024580,BRW0006641,2026-04-13 17:13:36,CLOSED,AGT0000093,BATCH,2026-04-12 23:43:27,2026-04,AUTO,45,LOW,491450.47
HISTORY0050453,ACC0007595,BRW0010196,2026-04-13 16:38:08,PTP,AGT0000006,CALL,2026-04-14 08:07:27,2026-04,BNPL,30,HIGH,119604.05
HISTORY0029465,ACC0020589,BRW0008737,2026-04-13 16:33:48,ACTIVE,AGT0000061,CALL,2026-04-14 01:35:24,2026-04,PERSONAL,60,MEDIUM,72369.66
HISTORY0045729,ACC0024425,BRW0010104,2026-04-13 16:31:13,PTP,AGT0000084,CALL,2026-04-13 05:20:56,2026-04,CONSUMER,45,MEDIUM,388647.38
HISTORY0033222,ACC0008158,BRW0005814,2026-04-13 16:27:01,CLOSED,AGT0000078,PAYMENT,2026-04-13 02:37:09,2026-04,PERSONAL,5,HIGH,72606.19
HISTORY0015086,ACC0007171,BRW0009809,2026-04-13 16:23:47,CLOSED,AGT0000008,PAYMENT,2026-04-13 06:54:57,2026-04,CONSUMER,75,NPA,231434.64
HISTORY0018168,ACC0016122,BRW0010046,2026-04-13 16:20:31,PAID,AGT0000040,BATCH,2026-04-14 02:48:47,2026-04,PERSONAL,75,MEDIUM,212528.04
HISTORY0040872,ACC0012219,BRW0008880,2026-04-13 16:15:43,NPA,AGT0000020,PAYMENT,2026-04-14 07:13:02,2026-04,CREDIT_CARD,90,MEDIUM,136321.59
HISTORY0038131,ACC0020535,BRW0001104,2026-04-13 16:15:07,NPA,AGT0000050,FIELD,2026-04-12 23:53:19,2026-04,PERSONAL,120,LOW,416431.63
HISTORY0013749,ACC0016026,BRW0004187,2026-04-13 16:13:34,NPA,AGT0000002,PAYMENT,2026-04-14 12:09:02,2026-04,CONSUMER,15,NPA,556084.09
HISTORY0008888,ACC0017521,BRW0005002,2026-04-13 16:02:55,WRITEOFF,AGT0000047,PAYMENT,2026-04-14 10:13:09,2026-04,CREDIT_CARD,15,NPA,617007.75
HISTORY0050598,ACC0011326,BRW0009142,2026-04-13 15:56:10,DELINQUENT,AGT0000072,CALL,2026-04-13 23:22:45,2026-04,AUTO,60,LOW,503968.29
HISTORY0003685,ACC0014608,BRW0006374,2026-04-13 15:43:48,PTP,AGT0000025,PAYMENT,2026-04-12 23:07:52,2026-04,AUTO,120,LOW,318479.35
HISTORY0037871,ACC0014872,BRW0008030,2026-04-13 15:42:41,PAID,AGT0000098,BATCH,2026-04-13 08:54:27,2026-04,PERSONAL,30,LOW,527700.04
HISTORY0052327,ACC0008681,BRW0000453,2026-04-13 15:41:24,CLOSED,AGT0000010,BATCH,2026-04-13 23:10:27,2026-04,PERSONAL,75,NPA,91720.19
HISTORY0018942,ACC0018133,BRW0010171,2026-04-13 15:39:47,WRITEOFF,AGT0000069,CORE,2026-04-14 00:16:47,2026-04,CREDIT_CARD,1,LOW,468003.68
HISTORY0036159,ACC0004552,BRW0007594,2026-04-13 15:33:27,CLOSED,AGT0000050,CORE,2026-04-13 18:42:00,2026-04,BNPL,15,NPA,640535.22
HISTORY0032000,ACC0029738,BRW0004435,2026-04-13 15:31:10,WRITEOFF,AGT0000072,CORE,2026-04-14 12:23:46,2026-04,CONSUMER,90,MEDIUM,143293.42
HISTORY0007310,ACC0011747,BRW0000880,2026-04-13 15:25:48,PAID,AGT0000069,CORE,2026-04-14 11:19:29,2026-04,CREDIT_CARD,60,HIGH,78835.88
HISTORY0050821,ACC0028970,BRW0009908,2026-04-13 15:24:16,PTP,AGT0000100,PAYMENT,2026-04-14 00:50:13,2026-04,CONSUMER,30,MEDIUM,655962.54
HISTORY0027104,ACC0026784,BRW0007450,2026-04-13 15:22:57,DELINQUENT,AGT0000017,BATCH,2026-04-14 08:30:11,2026-04,AUTO,5,MEDIUM,124688.29
HISTORY0018372,ACC0024767,BRW0003072,2026-04-13 15:12:58,DELINQUENT,AGT0000078,CORE,2026-04-13 05:37:35,2026-04,AUTO,180,MEDIUM,83737.75
HISTORY0002664,ACC0023496,BRW0008633,2026-04-13 15:12:53,NPA,AGT0000042,PAYMENT,2026-04-13 21:10:33,2026-04,CONSUMER,180,LOW,204830.74
HISTORY0052299,ACC0000190,BRW0002659,2026-04-13 14:58:48,NPA,AGT0000030,BATCH,2026-04-14 04:00:41,2026-04,CONSUMER,30,NPA,193026.9
HISTORY0032259,ACC0027547,BRW0001661,2026-04-13 14:48:51,PTP,AGT0000008,CALL,2026-04-14 11:55:49,2026-04,CONSUMER,60,HIGH,556898.46
HISTORY0057877,ACC0009895,BRW0006031,2026-04-13 14:48:22,DELINQUENT,AGT0000010,CORE,2026-04-13 08:44:36,2026-04,PERSONAL,90,NPA,464901.68
HISTORY0036436,ACC0017287,BRW0002882,2026-04-13 14:34:38,PTP,AGT0000031,FIELD,2026-04-12 16:22:16,2026-04,BNPL,1,LOW,531856.29
HISTORY0012696,ACC0026499,BRW0009142,2026-04-13 14:28:50,NPA,AGT0000096,BATCH,2026-04-13 09:22:05,2026-04,BNPL,75,MEDIUM,415198.3
HISTORY0058311,ACC0023096,BRW0011173,2026-04-13 14:15:46,DELINQUENT,AGT0000089,CORE,2026-04-12 15:38:28,2026-04,AUTO,5,MEDIUM,140406.94
HISTORY0053042,ACC0028565,BRW0003260,2026-04-13 14:15:42,DELINQUENT,AGT0000013,CALL,2026-04-13 16:31:41,2026-04,CONSUMER,180,MEDIUM,364904.09
HISTORY0052591,ACC0010079,BRW0002325,2026-04-13 14:12:05,DELINQUENT,AGT0000085,CORE,2026-04-14 02:27:36,2026-04,AUTO,90,HIGH,89438.41
HISTORY0024634,ACC0025502,BRW0003594,2026-04-13 13:59:11,NPA,AGT0000050,CALL,2026-04-13 12:33:10,2026-04,PERSONAL,120,NPA,123993.45
HISTORY0009299,ACC0017440,BRW0008683,2026-04-13 13:52:22,ACTIVE,AGT0000021,PAYMENT,2026-04-13 04:41:07,2026-04,CONSUMER,180,NPA,285214.8
HISTORY0026479,ACC0029957,BRW0010233,2026-04-13 13:45:21,DELINQUENT,AGT0000010,FIELD,2026-04-13 17:13:31,2026-04,BNPL,120,HIGH,13018.8
HISTORY0030192,ACC0026394,BRW0003368,2026-04-13 13:43:13,CLOSED,AGT0000084,FIELD,2026-04-13 03:04:31,2026-04,CONSUMER,0,LOW,581237.76
HISTORY0003655,ACC0006455,BRW0005023,2026-04-13 13:41:13,ACTIVE,AGT0000100,BATCH,2026-04-13 15:58:34,2026-04,CONSUMER,15,LOW,246600.99
HISTORY0041963,ACC0022840,BRW0010148,2026-04-13 13:32:16,ACTIVE,AGT0000015,FIELD,2026-04-13 16:05:21,2026-04,BNPL,120,HIGH,148839.4
HISTORY0047339,ACC0005668,BRW0004245,2026-04-13 13:16:56,ACTIVE,AGT0000058,BATCH,2026-04-14 10:06:56,2026-04,PERSONAL,45,LOW,476952.26
HISTORY0059079,ACC0016667,BRW0003312,2026-04-13 13:08:14,PTP,AGT0000040,FIELD,2026-04-14 03:13:13,2026-04,BNPL,75,NPA,416531.99
HISTORY0026659,ACC0011740,BRW0004791,2026-04-13 13:04:28,ACTIVE,AGT0000081,CORE,2026-04-13 20:38:52,2026-04,AUTO,5,LOW,220296.78
HISTORY0020706,ACC0025329,BRW0005365,2026-04-13 13:01:38,PAID,AGT0000074,CORE,2026-04-13 00:09:30,2026-04,PERSONAL,1,HIGH,283861.95
HISTORY0032722,ACC0006643,BRW0006455,2026-04-13 12:54:21,ACTIVE,AGT0000072,BATCH,2026-04-14 04:24:57,2026-04,AUTO,1,NPA,292939.55
